,No,Original_Name,Japanese_Name,Generation,Generation_Str,Height_m,Weight_kg,BMI,Type_1,Type_2,Ability_1,Ability_2,Ability_Hidden,Color,Gender_Male,Gender_Female,Gender_Unknown,Egg_Steps,Egg_Group1,Egg_Group2,Capture_Rate,Base_EXP,Final_EXP,Category,Mega_Evolution_Flag,Region_Forme,HP,Attack,Defense,SP_Attack,SP_Defense,Speed,Total,Mean,PE_HP,PE_Attack,PE_Defense,PE_SP_Attack,PE_SP_Defense,PE_Speed,EV_yield,Base_Friendship,Growth_Rate,Egg_Cycle,Experience type,Experience to level 100,Final Evolution,Is_Legendary,Is_Sublegendary,Is_Mythical,Alolan Form,Galarian Form,Gigantamax,Mega_evolution,Mega_evolution_alt,Against Normal,Against Fire,Against Water,Against Electric,Against Grass,Against Ice,Against Fighting,Against Poison,Against Ground,Against Flying,Against Psychic,Against Bug,Against Rock,Against Ghost,Against Dragon,Against Dark,Against Steel,Against Fairy,Pokemon_Category,Evolution_type,Evochain_0,Evochain_1,Evochain_2,Evochain_3,Evochain_4,Evochain_5,Evochain_6,Description
Porygon,137.0,Porygon,Porygon,1.0,I,0.8,36.5,57.0,Normal,,Trace,Download,Analytic,Pink,0.0,0.0,100.0,20.0,Mineral,,45.0,79.0,1000000.0,Ordinary,,,65.0,60.0,70.0,85.0,75.0,40.0,395.0,65.83333333333333,0.0,0.0,0.0,1.0,0.0,0.0,1 Special Attack,50.0,Medium Fast,20.0,Medium Fast,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Virtual,3 stages evolution,Porygon,Trade with  Upgrade,Porygon2,Trade with  Dubious Disc,Porygon-Z,,,State-of-the-art technology was used to create Porygon. It was the first artificial Pokémon to be created via computer programming.
Omanyte,138.0,Omanyte,Omnite,1.0,I,0.4,7.5,46.9,Rock,Water,Swift Swim,Shell Armor,Weak Armor,Blue,87.5,12.5,0.0,30.0,Water1,Water3,45.0,71.0,1000000.0,Ordinary,,,35.0,40.0,100.0,90.0,55.0,35.0,355.0,59.16666666666666,0.0,0.0,1.0,0.0,0.0,0.0,1 Defense,50.0,Medium Fast,30.0,Medium Fast,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Spiral,2 stages evolution,Omanyte,Level ,Omastar,,,,,"Because some Omanyte manage to escape after being restored or are released into the wild by people, this species is becoming a problem."
Omastar,139.0,Omastar,Omstar,1.0,I,1.0,35.0,35.0,Rock,Water,Swift Swim,Shell Armor,Weak Armor,Blue,87.5,12.5,0.0,30.0,Water1,Water3,45.0,173.0,1000000.0,Ordinary,,,70.0,60.0,125.0,115.0,70.0,55.0,495.0,82.5,0.0,0.0,2.0,0.0,0.0,0.0,2 Defense,50.0,Medium Fast,30.0,Medium Fast,1000000.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Spiral,2 stages evolution,Omanyte,Level ,Omastar,,,,,"Weighed down by a large and heavy shell, Omastar couldn’t move very fast. Some say it went extinct because it was unable to catch food."
Kabuto,140.0,Kabuto,Kabuto,1.0,I,0.5,11.5,46.0,Rock,Water,Swift Swim,Battle Armor,Weak Armor,Brown,87.5,12.5,0.0,30.0,Water1,Water3,45.0,71.0,1000000.0,Ordinary,,,30.0,80.0,90.0,55.0,45.0,55.0,355.0,59.16666666666666,0.0,0.0,1.0,0.0,0.0,0.0,1 Defense,50.0,Medium Fast,30.0,Medium Fast,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Shellfish,2 stages evolution,Kabuto,Level ,Kabutops,,,,,"This species is almost entirely extinct. Kabuto molt every three days, making their shells harder and harder."
Kabutops,141.0,Kabutops,Kabutops,1.0,I,1.3,40.5,24.0,Rock,Water,Swift Swim,Battle Armor,Weak Armor,Brown,87.5,12.5,0.0,30.0,Water1,Water3,45.0,173.0,1000000.0,Ordinary,,,60.0,115.0,105.0,65.0,70.0,80.0,495.0,82.5,0.0,2.0,0.0,0.0,0.0,0.0,2 Attack,50.0,Medium Fast,30.0,Medium Fast,1000000.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Shellfish,2 stages evolution,Kabuto,Level ,Kabutops,,,,,Kabutops slices its prey apart and sucks out the fluids. The discarded body parts become food for other Pokémon.
Aerodactyl(Mega EV),142.0,Aerodactyl,,1.0,I,2.1,79.0,,Rock,Flying,Tough Claws,,,Purple,87.5,12.5,0.0,35.0,Flying,,45.0,215.0,1250000.0,Ordinary,Mega,,80.0,135.0,85.0,70.0,95.0,150.0,615.0,,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aerodactyl,142.0,Aerodactyl,Ptera,1.0,I,1.8,59.0,18.2,Rock,Flying,Rock Head,Pressure,Unnerve,Purple,87.5,12.5,0.0,35.0,Flying,,45.0,180.0,1250000.0,Ordinary,,,80.0,105.0,65.0,60.0,75.0,130.0,515.0,85.83333333333333,0.0,0.0,0.0,0.0,0.0,2.0,2 Speed,50.0,Slow,35.0,Slow,1250000.0,1.0,0.0,0.0,0.0,0.0,0.0,,Mega Aerodactyl,,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,Fossil,No evolution,Aerodactyl,,,,,,,This is a ferocious Pokémon from ancient times. Apparently even modern technology is incapable of producing a perfectly restored specimen.
Snorlax,143.0,Snorlax,Kabigon,1.0,I,2.1,460.0,104.3,Normal,,Immunity,Thick Fat,Gluttony,Black,87.5,12.5,0.0,40.0,Monster,,25.0,189.0,1250000.0,Ordinary,,,160.0,110.0,65.0,65.0,110.0,30.0,540.0,90.0,2.0,0.0,0.0,0.0,0.0,0.0,2 HP,50.0,Slow,40.0,Slow,1250000.0,1.0,0.0,0.0,0.0,0.0,0.0,Gigantamax Snorlax,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Sleeping,2 stages evolution,Munchlax,Level Up with Happiness Value at 220,Snorlax,,,,,"It is not satisfied unless it eats over 880 pounds of food every day. When it is done eating, it goes promptly to sleep."
Articuno,144.0,Articuno,Freezer,1.0,I,1.7,55.4,19.2,Ice,Flying,Pressure,,Snow Cloak,Blue,0.0,0.0,100.0,80.0,Undiscovered,,3.0,290.0,1250000.0,Legendary,,,90.0,85.0,100.0,95.0,125.0,85.0,580.0,96.66666666666669,0.0,0.0,0.0,0.0,3.0,0.0,3 Special Defense,35.0,Slow,80.0,Slow,1250000.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,2.0,1.0,Freeze,No evolution,Articuno,,,,,,,"It’s said that this Pokémon’s beautiful blue wings are made of ice. Articuno flies over snowy mountains, its long tail fluttering along behind it."
Articuno(Galarian),144.0,Articuno,,8.0,VIII,1.7,50.9,,Psychic,Flying,Competitive,,,Purple,0.0,0.0,100.0,120.0,Undiscovered,,3.0,290.0,1250000.0,Legendary,,Galarian,90.0,85.0,85.0,125.0,100.0,95.0,580.0,,0.0,0.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zapdos(Galarian),145.0,Zapdos,,8.0,VIII,1.6,58.2,,Fighting,Flying,Defiant,,,Yellow,0.0,0.0,100.0,120.0,Undiscovered,,3.0,290.0,1250000.0,Legendary,,Galarian,90.0,125.0,90.0,85.0,90.0,100.0,580.0,,0.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zapdos,145.0,Zapdos,Thunder,1.0,I,1.6,52.6,20.5,Electric,Flying,Pressure,,Static,Yellow,0.0,0.0,100.0,80.0,Undiscovered,,3.0,290.0,1250000.0,Legendary,,,90.0,90.0,85.0,125.0,90.0,100.0,580.0,96.66666666666669,0.0,0.0,0.0,3.0,0.0,0.0,3 Special Attack,35.0,Slow,80.0,Slow,1250000.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,Electric,No evolution,Zapdos,,,,,,,This Pokémon has complete control over electricity. There are tales of Zapdos nesting in the dark depths of pitch-black thunderclouds.
Moltres,146.0,Moltres,Fire,1.0,I,2.0,60.0,15.0,Fire,Flying,Pressure,,Flame Body,Yellow,0.0,0.0,100.0,80.0,Undiscovered,,3.0,290.0,1250000.0,Legendary,,,90.0,100.0,90.0,125.0,85.0,90.0,580.0,96.66666666666669,0.0,0.0,0.0,3.0,0.0,0.0,3 Special Attack,35.0,Slow,80.0,Slow,1250000.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5,Flame,No evolution,Moltres,,,,,,,"It’s one of the legendary bird Pokémon. When Moltres flaps its flaming wings, they glimmer with a dazzling red glow."
Moltres(Galarian),146.0,Moltres,,8.0,VIII,2.0,66.0,,Dark,Flying,Berserk,,,Red,0.0,0.0,100.0,120.0,Undiscovered,,3.0,290.0,1250000.0,Legendary,,Galarian,90.0,85.0,90.0,100.0,125.0,90.0,580.0,,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dratini,147.0,Dratini,Miniryu,1.0,I,1.8,3.3,1.0,Dragon,,Shed Skin,,Marvel Scale,Blue,50.0,50.0,0.0,40.0,Water1,Dragon,45.0,60.0,1250000.0,Ordinary,,,41.0,64.0,45.0,50.0,50.0,50.0,300.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,1 Attack,35.0,Slow,40.0,Slow,1250000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,Dragon,3 stages evolution,Dratini,Level ,Dragonair,Level ,Dragonite,,,"Dratini dwells near bodies of rapidly flowing water, such as the plunge pools of waterfalls. As it grows, Dratini will shed its skin many times."
Dragonair,148.0,Dragonair,Hakuryu,1.0,I,4.0,16.5,1.0,Dragon,,Shed Skin,,Marvel Scale,Blue,50.0,50.0,0.0,40.0,Water1,Dragon,45.0,147.0,1250000.0,Ordinary,,,61.0,84.0,65.0,70.0,70.0,70.0,420.0,70.0,0.0,2.0,0.0,0.0,0.0,0.0,2 Attack,35.0,Slow,40.0,Slow,1250000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,Dragon,3 stages evolution,Dratini,Level ,Dragonair,Level ,Dragonite,,,"This Pokémon lives in pristine oceans and lakes. It can control the weather, and it uses this power to fly into the sky, riding on the wind."
Dragonite,149.0,Dragonite,Kairyu,1.0,I,2.2,210.0,43.4,Dragon,Flying,Inner Focus,,Multiscale,Brown,50.0,50.0,0.0,40.0,Water1,Dragon,45.0,300.0,1250000.0,Ordinary,,,91.0,134.0,95.0,100.0,100.0,80.0,600.0,100.0,0.0,3.0,0.0,0.0,0.0,0.0,3 Attack,35.0,Slow,40.0,Slow,1250000.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,Dragon,3 stages evolution,Dratini,Level ,Dragonair,Level ,Dragonite,,,"It’s a kindhearted Pokémon. If it spots a drowning person or Pokémon, Dragonite simply must help them."
Mewtwo(Mega EV X),150.0,Mewtwo,,1.0,I,2.3,127.0,,Psychic,Fighting,Steadfast,,,Purple,0.0,0.0,100.0,120.0,Undiscovered,,3.0,351.0,1250000.0,Legendary,Mega,,106.0,190.0,100.0,154.0,100.0,130.0,780.0,,0.0,0.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mewtwo,150.0,Mewtwo,Mewtwo,1.0,I,2.0,122.0,30.5,Psychic,,Pressure,,Unnerve,Purple,0.0,0.0,100.0,120.0,Undiscovered,,3.0,340.0,1250000.0,Legendary,,,106.0,110.0,90.0,154.0,90.0,130.0,680.0,113.33333333333331,0.0,0.0,0.0,3.0,0.0,0.0,3 Special Attack,0.0,Slow,120.0,Slow,1250000.0,1.0,1.0,0.0,0.0,0.0,0.0,,Mega Mewtwo X,Mega Mewtwo Y,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,Genetic,No evolution,Mewtwo,,,,,,,"Its DNA is almost the same as Mew’s. However, its size and disposition are vastly different."
Mewtwo(Mega EV Y),150.0,Mewtwo,,1.0,I,1.5,33.0,,Psychic,,Insomnia,,,Purple,0.0,0.0,100.0,120.0,Undiscovered,,3.0,351.0,1250000.0,Legendary,Mega,,106.0,150.0,70.0,194.0,120.0,140.0,780.0,,0.0,0.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mew,151.0,Mew,Mew,1.0,I,0.4,4.0,25.0,Psychic,,Synchronize,,,Pink,0.0,0.0,100.0,120.0,Undiscovered,,45.0,300.0,1058960.0,Mythical,,,100.0,100.0,100.0,100.0,100.0,100.0,600.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,3 HP,100.0,Medium Slow,120.0,Medium Slow,1059860.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,New Species,No evolution,Mew,,,,,,,"When viewed through a microscope, this Pokémon’s short, fine, delicate hair can be seen."
Chikorita,152.0,Chikorita,Chicorita,2.0,II,0.9,6.4,7.9,Grass,,Overgrow,,Leaf Guard,Green,87.5,12.5,0.0,20.0,Monster,Grass,45.0,64.0,1058960.0,Ordinary,,,45.0,49.0,65.0,49.0,65.0,45.0,318.0,53.0,0.0,0.0,0.0,0.0,1.0,0.0,1 Special Defense,50.0,Medium Slow,20.0,Medium Slow,1059860.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,Leaf,3 stages evolution,Chikorita,Level ,Bayleef,Level ,Meganium,,,"In battle, Chikorita waves its leaf around to keep the foe at bay. However, a sweet fragrance also wafts from the leaf, becalming the battling Pokémon and creating a cozy, friendly atmosphere all around."
Bayleef,153.0,Bayleef,Bayleaf,2.0,II,1.2,15.8,11.0,Grass,,Overgrow,,Leaf Guard,Green,87.5,12.5,0.0,20.0,Monster,Grass,45.0,142.0,1058960.0,Ordinary,,,60.0,62.0,80.0,63.0,80.0,60.0,405.0,67.5,0.0,0.0,1.0,0.0,1.0,0.0,"1 Defense, 1 Special Defense",50.0,Medium Slow,20.0,Medium Slow,1059860.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,Leaf,3 stages evolution,Chikorita,Level ,Bayleef,Level ,Meganium,,,Bayleef’s neck is ringed by curled-up leaves. Inside each tubular leaf is a small shoot of a tree. The fragrance of this shoot makes people peppy.
Meganium,154.0,Meganium,Meganium,2.0,II,1.8,100.5,31.0,Grass,,Overgrow,,Leaf Guard,Green,87.5,12.5,0.0,20.0,Monster,Grass,45.0,236.0,1058960.0,Ordinary,,,80.0,82.0,100.0,83.0,100.0,80.0,525.0,87.5,0.0,0.0,1.0,0.0,2.0,0.0,"1 Defense, 2 Special Defense",50.0,Medium Slow,20.0,Medium Slow,1059860.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,Herb,3 stages evolution,Chikorita,Level ,Bayleef,Level ,Meganium,,,"The fragrance of Meganium’s flower soothes and calms emotions. In battle, this Pokémon gives off more of its becalming scent to blunt the foe’s fighting spirit."
Cyndaquil,155.0,Cyndaquil,Hinoarashi,2.0,II,0.5,7.9,31.6,Fire,,Blaze,,Flash Fire,Yellow,87.5,12.5,0.0,20.0,Ground,,45.0,62.0,1058960.0,Ordinary,,,39.0,52.0,43.0,60.0,50.0,65.0,309.0,51.5,0.0,0.0,0.0,0.0,0.0,1.0,1 Speed,50.0,Medium Slow,20.0,Medium Slow,1059860.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,Fire Mouse,3 stages evolution,Cyndaquil,Level ,Quilava,Level ,Typhlosion,,,"Cyndaquil protects itself by flaring up the flames on its back. The flames are vigorous if the Pokémon is angry. However, if it is tired, the flames splutter fitfully with incomplete combustion."
Quilava,156.0,Quilava,Magmarashi,2.0,II,0.9,19.0,23.5,Fire,,Blaze,,Flash Fire,Yellow,87.5,12.5,0.0,20.0,Ground,,45.0,142.0,1058960.0,Ordinary,,,58.0,64.0,58.0,80.0,65.0,80.0,405.0,67.5,0.0,0.0,0.0,1.0,0.0,1.0,"1 Special Attack, 1 Speed",50.0,Medium Slow,20.0,Medium Slow,1059860.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,Volcano,3 stages evolution,Cyndaquil,Level ,Quilava,Level ,Typhlosion,,,Quilava keeps its foes at bay with the intensity of its flames and gusts of superheated air. This Pokémon applies its outstanding nimbleness to dodge attacks even while scorching the foe with flames.
Typhlosion,157.0,Typhlosion,Bakphoon,2.0,II,1.7,79.5,27.5,Fire,,Blaze,,Flash Fire,Yellow,87.5,12.5,0.0,20.0,Ground,,45.0,240.0,1058960.0,Ordinary,,,78.0,84.0,78.0,109.0,85.0,100.0,534.0,89.0,0.0,0.0,0.0,3.0,0.0,0.0,3 Special Attack,50.0,Medium Slow,20.0,Medium Slow,1059860.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,Volcano,3 stages evolution,Cyndaquil,Level ,Quilava,Level ,Typhlosion,,,Typhlosion obscures itself behind a shimmering heat haze that it creates using its intensely hot flames. This Pokémon creates blazing explosive blasts that burn everything to cinders.
Totodile,158.0,Totodile,Waninoko,2.0,II,0.6,9.5,26.4,Water,,Torrent,,Sheer Force,Blue,87.5,12.5,0.0,20.0,Monster,Water1,45.0,63.0,1058960.0,Ordinary,,,50.0,65.0,64.0,44.0,48.0,43.0,314.0,52.333333333333336,0.0,1.0,0.0,0.0,0.0,0.0,1 Attack,50.0,Medium Slow,20.0,Medium Slow,1059860.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Big Jaw,3 stages evolution,Totodile,Level ,Croconaw,Level ,Feraligatr,,,"Despite the smallness of its body, Totodile’s jaws are very powerful. While the Pokémon may think it is just playfully nipping, its bite has enough power to cause serious injury."
Croconaw,159.0,Croconaw,Alligates,2.0,II,1.1,25.0,20.7,Water,,Torrent,,Sheer Force,Blue,87.5,12.5,0.0,20.0,Monster,Water1,45.0,142.0,1058960.0,Ordinary,,,65.0,80.0,80.0,59.0,63.0,58.0,405.0,67.5,0.0,1.0,1.0,0.0,0.0,0.0,"1 Attack, 1 Defense",50.0,Medium Slow,20.0,Medium Slow,1059860.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Big Jaw,3 stages evolution,Totodile,Level ,Croconaw,Level ,Feraligatr,,,"Once Croconaw has clamped its jaws on its foe, it will absolutely not let go. Because the tips of its fangs are forked back like barbed fishhooks, they become impossible to remove when they have sunk in."
Feraligatr,160.0,Feraligatr,Ordile,2.0,II,2.3,88.8,16.8,Water,,Torrent,,Sheer Force,Blue,87.5,12.5,0.0,20.0,Monster,Water1,45.0,239.0,1058960.0,Ordinary,,,85.0,105.0,100.0,79.0,83.0,78.0,530.0,88.33333333333333,0.0,2.0,1.0,0.0,0.0,0.0,"2 Attack, 1 Defense",50.0,Medium Slow,20.0,Medium Slow,1059860.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Big Jaw,3 stages evolution,Totodile,Level ,Croconaw,Level ,Feraligatr,,,"Feraligatr intimidates its foes by opening its huge mouth. In battle, it will kick the ground hard with its thick and powerful hind legs to charge at the foe at an incredible speed."
Sentret,161.0,Sentret,Otachi,2.0,II,0.8,6.0,9.4,Normal,,Run Away,Keen Eye,Frisk,Brown,50.0,50.0,0.0,15.0,Ground,,255.0,43.0,1000000.0,Ordinary,,,35.0,46.0,34.0,35.0,45.0,20.0,215.0,35.833333333333336,0.0,1.0,0.0,0.0,0.0,0.0,1 Attack,50.0,Medium Fast,15.0,Medium Fast,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Scout,2 stages evolution,Sentret,Level ,Furret,,,,,"When Sentret sleeps, it does so while another stands guard. The sentry wakes the others at the first sign of danger. When this Pokémon becomes separated from its pack, it becomes incapable of sleep due to fear."
Furret,162.0,Furret,Ootachi,2.0,II,1.8,32.5,10.0,Normal,,Run Away,Keen Eye,Frisk,Brown,50.0,50.0,0.0,15.0,Ground,,90.0,145.0,1000000.0,Ordinary,,,85.0,76.0,64.0,45.0,55.0,90.0,415.0,69.16666666666667,0.0,0.0,0.0,0.0,0.0,2.0,2 Speed,50.0,Medium Fast,15.0,Medium Fast,1000000.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Long Body,2 stages evolution,Sentret,Level ,Furret,,,,,"Furret has a very slim build. When under attack, it can slickly squirm through narrow spaces and get away. In spite of its short limbs, this Pokémon is very nimble and fleet."
Hoothoot,163.0,Hoothoot,Hoho,2.0,II,0.7,21.2,43.3,Normal,Flying,Insomnia,Keen Eye,Tinted Lens,Brown,50.0,50.0,0.0,15.0,Flying,,255.0,52.0,1000000.0,Ordinary,,,60.0,30.0,30.0,36.0,56.0,50.0,262.0,43.66666666666666,1.0,0.0,0.0,0.0,0.0,0.0,1 HP,50.0,Medium Fast,15.0,Medium Fast,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,Owl,2 stages evolution,Hoothoot,Level ,Noctowl,,,,,"It always stands on one foot. It changes feet so fast, the movement can rarely be seen."
Noctowl,164.0,Noctowl,Yorunozuku,2.0,II,1.6,40.8,15.9,Normal,Flying,Insomnia,Keen Eye,Tinted Lens,Brown,50.0,50.0,0.0,15.0,Flying,,90.0,158.0,1000000.0,Ordinary,,,100.0,50.0,50.0,86.0,96.0,70.0,452.0,75.33333333333333,2.0,0.0,0.0,0.0,0.0,0.0,2 HP,50.0,Medium Fast,15.0,Medium Fast,1000000.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,Owl,2 stages evolution,Hoothoot,Level ,Noctowl,,,,,Its eyes are specially developed to enable it to see clearly even in murky darkness and minimal light.
Ledyba,165.0,Ledyba,Rediba,2.0,II,1.0,10.8,10.8,Bug,Flying,Swarm,Early Bird,Rattled,Red,50.0,50.0,0.0,15.0,Bug,,255.0,53.0,800000.0,Ordinary,,,40.0,20.0,30.0,40.0,80.0,55.0,265.0,44.16666666666666,0.0,0.0,0.0,0.0,1.0,0.0,1 Special Defense,50.0,Fast,15.0,Fast,800000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,Five Star,2 stages evolution,Ledyba,Level ,Ledian,,,,,"This Pokémon is very sensitive to cold. In the warmth of Alola, it appears quite lively."
Ledian,166.0,Ledian,Redian,2.0,II,1.4,35.6,18.2,Bug,Flying,Swarm,Early Bird,Iron Fist,Red,50.0,50.0,0.0,15.0,Bug,,90.0,137.0,800000.0,Ordinary,,,55.0,35.0,50.0,55.0,110.0,85.0,390.0,65.0,0.0,0.0,0.0,0.0,2.0,0.0,2 Special Defense,50.0,Fast,15.0,Fast,800000.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,Five Star,2 stages evolution,Ledyba,Level ,Ledian,,,,,"It’s said that the patterns on its back are related to the stars in the night sky, but the details of that relationship remain unclear."
Spinarak,167.0,Spinarak,Itomaru,2.0,II,0.5,8.5,34.0,Bug,Poison,Swarm,Insomnia,Sniper,Green,50.0,50.0,0.0,15.0,Bug,,255.0,50.0,800000.0,Ordinary,,,40.0,60.0,40.0,40.0,40.0,30.0,250.0,41.66666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1 Attack,50.0,Fast,15.0,Fast,800000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,String Spit,2 stages evolution,Spinarak,Level ,Ariados,,,,,"With threads from its mouth, it fashions sturdy webs that won’t break even if you set a rock on them."
